m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
7003.73,2988.3,-13191.0,21.3418,1,339.24898847127065,18.643355953847426,0.00032894356911755565,0.00032759982001200766,8.011746049285484e-07,3.0644181596025787e-09,0.9996811918340427,8.493626944038113e-12,7244.02906,7243.07445,7244.79418,7081.86167,7243.83963,7079.90157,8782.2704,8624.35638,8781.89833,8641.2797,8782.11473,8624.10089,8781.74266,8641.21623,6948.52546,6461.87751,6950.00356,6663.46732,8120.36352,4186.54256,6670.81319,6443.60396,1374.36953,2552.96045,6024.53838,6025.15924,2553.12348,6025.69576,129.635611,8464.08751,8464.61817
4482.72,8183.65,23725.5,46.9332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307.1,1845.2,-1841.29,29.259,1,117.4419306027992,19.150066775887147,0.0003288216078867911,0.00032695372734097754,1.5919554053205265e-06,3.0575653758173558e-09,0.9980897109580522,3.522010357470247e-11,5423.30027,5422.64763,5424.21827,5345.73829,5423.5657,5344.41025,6265.33265,6184.69583,6264.80054,6192.68884,6265.23779,6184.52791,6264.70568,6192.66343,5215.59229,4913.75248,5216.78845,5145.43332,5796.26767,4181.33979,5150.30987,4161.41369,827.259462,1538.52455,1691.4142,1712.65746,1538.64383,1712.70134,124.357925,4782.15035,4782.93847
6727.56,9078.52,24940.1,11.6353,1,293.2989471312733,19.91223867759562,0.0003289781724056205,0.00032921649226208376,1.972386085495966e-07,3.0590286349866958e-09,0.9999527775945656,1.8229445679467417e-12,8822.22518,8821.80671,8822.91473,7488.96201,8822.49628,7487.97176,16629.3828,15808.5414,16629.1838,15906.0188,16629.3356,15808.4893,16629.1367,15905.9711,8688.76602,7170.6088,8689.5022,15084.7117,15694.4918,12570.2053,15085.3848,17477.0308,4237.40563,7594.40746,8283.27644,8288.38001,7594.57097,8288.5728,125.669872,11831.397,11831.7051
8878.01,8513.1,45351.2,17.5242,1,388.2008999224892,19.5416298822504,0.0003289993937028281,0.0003291043570579901,1.837275106586547e-07,3.058254983048957e-09,0.9999424012150774,2.0678783859116922e-12,10353.6236,10351.0891,10354.2658,9387.9339,10351.7313,9382.32234,16807.7523,16110.2569,16807.5553,16195.3293,16807.541,16109.9277,16807.344,16195.2125,9532.43068,7451.12436,9533.27103,13396.2006,15502.4003,8502.41394,13397.0847,16485.4522,3959.84765,7126.03829,13420.8839,13421.3601,7126.20159,13421.7173,125.81495,15627.1581,15627.2464
2813.39,3804.37,6089.9,35.4374,1,32.758233867121085,21.302820398799845,0.00032874279165242236,0.00032930170686643414,2.8962542599413364e-06,3.058911049700296e-09,0.9959275248148416,3.584752127125702e-11,3722.8189,3722.01754,3723.99211,3139.28871,3723.19093,3137.37698,7356.43341,7018.76226,7355.97806,7056.94497,7356.35768,7018.61699,7355.90233,7056.9296,3449.0074,2436.66678,3451.21625,6640.44241,6696.13022,5849.11177,6646.47519,7729.86713,1716.21258,3102.90979,3167.58955,3216.29923,3103.01291,3216.42959,124.012527,3887.75692,3888.6111
9058.72,1506.06,40476.3,31.9923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892.43,6803.39,-28358.8,20.1357,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307.33,5846.53,-420.257,3.94896,1,54.77860984245649,21.40312697365257,0.0003289226927930831,0.000329538811020261,3.2883139981598634e-07,3.0595287194978635e-09,0.9999868836105438,2.0538464727466422e-12,4389.45638,4389.44974,4390.40644,3151.61374,4390.3998,3151.59505,10402.5032,9837.78308,10402.2228,9902.28784,10402.4895,9837.77986,10402.2092,9902.26199,4387.23321,3145.52029,4388.21046,9562.95185,9831.40756,8064.59525,9567.92153,11506.5865,2680.49059,4857.40652,5965.38128,5969.61684,4857.56946,5969.65353,120.856579,7662.3883,7663.04807
4737.52,787.076,1560.02,5.29581,1,32.12223806776593,19.606629601020693,0.00032882240551067,0.00032982048306484375,2.0254728531157416e-06,3.0590237714337055e-09,0.9999411455228667,7.741429870270533e-12,4749.50456,4749.48572,4750.46211,4741.73286,4750.44327,4741.69506,4920.88567,4912.53007,4920.24362,4912.5779,4920.87285,4912.52566,4920.2308,4912.55652,4743.82887,4730.29912,4744.82788,4082.46093,4901.81022,3025.13775,4084.7873,1968.93014,342.237529,653.462425,1027.75011,1039.5637,653.551456,1039.08125,117.715323,4926.52736,4927.54172
2358.56,4437.93,-14083.0,37.6887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014.61,6532.2,-25442.7,29.3682,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8805.8,8121.09,36429.8,15.8917,1,440.54206042401717,19.388242394715302,0.00032899174833257033,0.0003291375569699226,1.9193187200963054e-07,3.0585123960107887e-09,0.9999385688908521,2.1739380274256857e-12,10165.2627,10163.8276,10165.9109,9276.74799,10164.4759,9273.5921,16248.6378,15594.2928,16248.4348,15673.0712,16248.5077,15594.1035,16248.3047,15672.9865,9706.90113,8237.33066,9707.67922,13690.2349,15220.7488,10120.5268,13690.923,15830.8412,3780.11833,6808.3112,10773.836,10774.6605,6808.47468,10774.9737,125.565219,13945.8969,13946.1866
