m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
1056.71,1651.67,-2250.44,45.0652,1,0.014057151702094095,27.290781764066242,0.00032824224914434157,0.0003174300428399708,1.3108985990683753e-05,4.67406090186398e-09,0.966264125226179,2.3550842277983727e-10,1511.41087,1510.72918,1513.77883,1222.29499,1513.09804,1220.58619,3331.12446,3184.26194,3330.12175,3199.67265,3331.01084,3184.03399,3330.0081,3199.65928,1285.86271,456.650194,1297.82994,2742.69619,2819.66714,2368.23009,2790.66381,3541.07169,725.19963,1359.95223,2163.84901,2166.98724,1360.11521,2167.53199,123.366556,1682.19161,1684.18063
8267.61,8647.55,736.823,31.9006,1,368.8997321050242,19.630439824073218,0.0003289619768105478,0.000328955696273336,1.1454507442964576e-07,3.0593178712510366e-09,0.9994975683215247,6.44790862604549e-12,9888.86203,9887.78544,9889.51875,8841.08867,9888.4422,8838.65908,16725.3114,15991.9133,16725.1135,16077.4944,16725.1332,15991.577,16724.9352,16077.4513,9512.38769,7972.88419,9513.3583,14881.6148,15248.609,12834.2114,14884.48,16849.7103,4058.73347,6758.55177,6764.38496,7292.52928,6758.71756,7292.69382,128.026304,10034.9036,10035.2419
1050.68,6120.6,-5236.27,13.1064,1,1.3910289484277327,24.20560304126058,0.00032892294383682634,0.0003291809425009818,2.445224877904132e-07,3.059287971995845e-09,0.9998549657746055,7.960888195764066e-12,4045.68528,4045.54711,4046.76939,2487.19979,4046.63124,2486.74563,10636.3993,10029.276,10636.0885,10098.111,10636.3597,10029.2251,10636.0489,10098.0768,3999.10562,2333.63728,4000.53069,9595.59466,9922.25687,7912.50111,9601.52798,11973.9909,2809.95181,5095.89965,6692.89278,6694.98952,5096.06362,6695.27691,127.978485,7625.11157,7625.64434
751.878,7736.6,-1795.03,22.1756,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867.74,839.567,-16514.3,33.1697,1,131.32461518085557,18.236821199005544,0.00032933523212085454,0.00018483847799128153,3.1443199059946778e-06,3.124559807802534e-09,0.9986000660149124,9.730960549047741e-12,7869.595,7866.72002,7870.32558,7862.85413,7867.45075,7857.08799,7966.0179,7968.48101,7965.59865,7967.78082,7965.62203,7967.76131,7965.20275,7967.70438,7023.04384,6053.95774,7024.48425,4646.99036,6333.4225,1779.49914,4656.66637,2180.67053,393.121381,764.741329,5465.88357,5466.25794,764.903139,5466.77661,129.278943,6587.37803,6586.75563
7290.34,6224.74,-2111.32,35.7964,1,288.1080887523347,19.516891981445273,0.00032892596297063383,0.0003287334282690569,2.3267541826544786e-07,3.065824842176381e-09,0.9989216367461274,9.260413966702926e-12,8275.34833,8274.05103,8276.06636,7630.78482,8274.76911,7627.94958,12941.6806,12454.5276,12941.4264,12510.3767,12941.4773,12454.1384,12941.2231,12510.3378,7824.69041,6611.4029,7825.89639,11213.2893,11614.3681,9630.34714,11217.5185,12449.3754,2893.91721,5231.69592,5403.42221,5421.96669,5231.85526,5422.15442,127.477009,7707.28306,7707.72686
9033.27,576.036,4405.94,25.7469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682.66,7333.8,-20636.8,37.6642,1,0.577437994411999,24.98617345150843,0.0003289596953272878,0.0003281061493584704,3.6918351632808214e-07,3.095156359177526e-09,0.999262799108279,7.189340271385764e-12,8132.74842,8128.03946,8133.46197,7197.85549,8128.75322,7187.1167,14179.4923,13548.3151,14179.2615,13620.1239,14178.888,13547.1271,14178.6572,13620.0269,6553.78863,2351.8078,6555.90726,10584.3639,11529.9975,7641.95689,10592.8822,14367.6914,3443.96007,6226.08954,11236.925,11237.469,6226.25241,11237.8438,131.068562,9658.13899,9658.16546
2947.13,9064.72,11181.4,6.38888,1,31.965140922368022,22.91123073890152,0.00032895746059801817,0.00032935251292020114,3.05153095341715e-06,3.059417029153091e-09,0.9999788475008221,1.6633303426044065e-12,6443.23902,6443.20126,6444.03575,4433.95526,6443.99798,4433.8455,15500.7631,14604.8122,15500.5571,14709.7845,15500.7464,14604.8041,15500.5404,14709.7568,6431.09652,4398.98488,6431.91041,14509.567,14584.3941,12544.9732,14509.0255,17339.8782,4215.059,7199.75599,7210.58806,7553.043,7199.8138,7553.20493,124.584514,9747.56871,9747.97401
6892.18,5023.73,-20212.4,47.0012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
