m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
6420.27,8912.2,32345.0,6.56462,1,276.32110753133605,19.95801253857801,0.0003289885271405875,0.00032919822791958615,2.0027672819343528e-07,3.059490949428459e-09,0.9999881977605883,9.462546117054076e-13,8523.15231,8522.93418,8523.84129,7185.15217,8523.62317,7184.63242,16263.9897,15454.477,16263.7928,15551.4609,16263.9469,15454.4523,16263.7499,15551.3952,8455.19679,7022.71657,8455.90029,14405.7089,15402.6194,11353.706,14406.2644,17133.1725,4151.58124,7448.45854,10244.8714,10246.3189,7448.6222,10246.5425,123.347059,13383.6044,13384.0516
5978.24,3849.2,3760.83,25.0367,1,178.15885200579393,19.46467052871748,0.0003288866766070347,0.00032901468632215853,8.076675938224761e-07,3.054556243720877e-09,0.9992059983401129,1.636705224751858e-11,6448.55715,6448.04363,6449.38244,6136.86248,6448.86895,6135.77918,9051.62221,8788.42249,9051.2589,8817.77754,9051.5539,8788.30606,9051.19059,8817.75238,6280.79473,5777.62386,6281.81326,7989.98022,8515.17468,6776.09471,7992.74797,8013.87985,1752.53403,2741.50566,2747.85533,3228.60312,2741.23951,3228.76531,125.181762,6289.22782,6289.80544
4847.1,5730.57,-19448.7,34.5097,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753.41,301.614,-3828.3,1.68231,1,340.71147268087583,16.38552971784535,0.00032889677093277017,0.00032903186616438796,5.284979061261494e-06,3.0596330619942048e-09,0.9999967255026633,9.970983849784465e-13,3748.45508,3748.45237,3749.16148,3748.50868,3749.15878,3748.50326,3765.40791,3771.14262,3765.01215,3770.89404,3765.39332,3771.14194,3764.99756,3770.86548,3747.66149,3744.9502,3750.41347,2812.64097,3769.59266,1282.64439,2824.32252,873.544802,129.799245,253.384197,4178.78174,4180.91045,253.539156,4180.71454,100.108616,6631.13137,6632.10567
41.5481,7355.59,-55.7804,46.891,1,0.33869278644523415,25.24081258971743,0.0003288477771796957,0.00032881313202867007,1.9110865193252448e-07,3.1231701594135823e-09,0.9962017677960379,1.944993351731188e-11,4675.48424,4674.90375,4676.48111,2701.41936,4675.90069,2699.35612,12540.8875,11801.7178,12540.6191,11886.8539,12540.6526,11801.2373,12540.3842,11886.8266,4444.21152,1758.36826,4447.52869,10841.7503,11209.5308,9990.66817,11211.68,14213.6233,3401.1181,6127.87395,6470.79851,6479.79063,6128.03819,6480.01711,126.919305,5341.57659,5342.21035
8593.31,8444.41,17257.1,6.76542,1,415.3903533707397,19.48034553487162,0.00032898099386470395,0.00032922578018151384,2.0692081249923617e-07,3.0594644133121504e-09,0.9999848683316893,1.38640365059308e-12,10089.7727,10089.6833,10090.4112,9117.93772,10090.3218,9117.73908,16592.7873,15893.6611,16592.5966,15976.2871,16592.7601,15893.6465,16592.5694,15976.2443,10061.6981,9055.68092,10062.3456,15101.241,15860.7916,12680.8541,15102.1458,16488.366,3943.29952,6781.09033,6793.3971,7093.69849,6781.13462,7093.85943,124.482531,12215.5362,12215.9094
1679.92,7346.26,5106.4,49.1875,1,0.49527924412789354,24.944703002656166,0.0003288172070343483,0.0003290770129583341,2.4383061279332373e-07,3.108751599315029e-09,0.9948249208117292,2.3743721825081573e-11,4959.45334,4958.54971,4960.41604,3175.33938,4959.51252,3172.48846,12631.0516,11901.2831,12630.7849,11985.6954,12630.8427,11900.8552,12630.576,11985.6729,4615.871,1878.25447,4618.71959,10980.2069,11399.7461,10268.9531,11401.2238,14206.1179,3393.28583,5831.27645,5841.90984,6124.94342,5831.44845,6125.1099,126.260021,4810.34558,4811.04399
4178.25,2158.62,-22513.9,21.7168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668.5,1161.95,-38006.6,25.4953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.678,4179.19,50.5178,38.3997,1,0.2227976429522162,25.29971297983263,0.0003287328957583605,0.00032852057117697253,3.8729670618222267e-07,3.1258851737420328e-09,0.9949425447988043,5.1207980224813286e-11,2691.83837,2691.58985,2693.3179,1547.97068,2693.06947,1547.08624,7430.537,7019.21353,7430.08469,7065.2647,7430.43925,7019.01956,7429.98692,7065.24835,2594.74774,1171.28058,2599.20033,6615.20411,6714.18749,5914.01685,6715.30937,8363.28122,1886.89534,3452.41779,3968.56216,3974.56748,3452.58141,3974.80094,125.51515,3772.99465,3773.89036
4601.58,727.123,25928.7,30.6557,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964.92,1276.5,-8970.7,11.34,1,754.0055345857535,17.034466747446942,0.0003289532230599433,0.0003286080159442675,4.637522389799221e-07,3.059028221916793e-09,0.999924138532486,4.561516123894736e-12,8977.49913,8977.29332,8978.18762,8969.08831,8977.98181,8968.67555,9183.65062,9176.79554,9183.28636,9176.04562,9183.59903,9176.74278,9183.23477,9175.99462,8915.34992,8843.77803,8916.28479,7335.47363,9057.10523,5058.90508,7338.23606,3134.42114,582.583644,1114.63507,3009.3771,3010.89055,1114.79838,3011.38453,125.816914,9261.33418,9261.95231
6495.2,725.519,34053.6,3.63344,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017.92,6178.12,10858.5,48.6596,1,4.8298342319809775,23.847461888611605,0.0003287800771469971,0.000329425702869674,6.343635477150466e-07,3.063330001983584e-09,0.9937010540237515,2.1986402215213497e-11,6362.83365,6360.10832,6363.66418,5498.8996,6360.93905,5492.55724,11762.0652,11218.1098,11761.7806,11280.886,11761.8307,11217.6379,11761.546,11280.8598,5425.99725,2858.50472,5427.70739,10197.455,10346.7364,9274.81919,10345.1332,12192.5858,2843.24171,4728.16844,4735.35414,5156.52936,4728.26398,5156.69391,125.38147,4304.36683,4305.13875
8526.72,9271.66,-39784.7,46.965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861.78,3443.25,24333.5,10.693,1,375.3300933070235,18.65051144007426,0.0003289668113515573,0.0003293093625114199,4.244065258108421e-07,3.0586752030434115e-09,0.9999506554097469,3.0985236330133e-12,8142.37407,8141.93354,8143.09584,7950.90163,8142.65534,7949.99806,9887.25837,9703.73563,9886.92577,9725.54464,9887.18446,9703.65857,9886.85185,9725.47081,8009.59286,7676.33227,8010.42511,7679.67198,9552.05363,4337.68467,7681.06483,7254.55521,1558.10007,2877.35277,7166.26873,7167.02235,2877.51608,7167.39534,123.319783,10574.4467,10575.0229
6255.19,591.466,12078.3,27.6017,1,584.9279115773776,16.247467835103237,0.00032887113795657797,0.0003311884994802395,1.1395530213599481e-06,3.025780143289767e-09,0.9990344370919222,1.552111351863293e-11,6249.28898,6247.90029,6250.13686,6252.31197,6248.74828,6249.5322,6295.65819,6302.65411,6295.1132,6301.46128,6295.48008,6302.34414,6294.93507,6301.41374,5835.81211,5394.23984,5837.08662,4390.21547,5736.95093,2416.93293,4394.15978,1523.44957,250.35734,486.079498,3523.18231,3523.8161,486.242387,3524.49687,124.256225,6021.75942,6022.06978
2119.44,702.516,4666.06,18.7886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6817.74,162.428,15391.8,42.3857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721.68,5917.6,-9996.51,47.434,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460.89,7605.17,7787.03,43.0483,1,28.2216065236198,22.017232726973067,0.00032888008142855203,0.0003291065904534747,1.821345142030648e-07,3.0650450811034456e-09,0.9975420562384026,1.4545801939678756e-11,6564.74784,6563.31264,6565.56072,5253.20294,6564.12563,5249.5904,13670.2609,12957.0663,13670.0153,13040.0549,13670.0743,12956.6935,13669.8287,13040.0285,6046.45225,3821.27688,6048.09059,12124.2576,12322.9721,10978.8889,12323.0059,14761.6994,3529.00916,5723.34628,5728.14797,6355.57353,5723.4633,6355.7379,126.483456,6113.30479,6113.84616
