m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
5139.91,4065.27,2809.27,43.9662,1,50.296571938896726,20.849270997310587,0.00032877785669151285,0.0003287025699559008,4.040655677928245e-07,3.0771953908343647e-09,0.9946142777644547,3.270145822970956e-11,5748.05813,5746.6872,5748.94203,5346.8858,5747.57123,5343.9219,8839.92066,8533.15633,8839.54796,8567.74591,8839.74864,8532.81904,8839.37593,8567.72306,5258.77933,4220.10419,5260.31613,7622.98219,7769.38927,6747.78695,7629.10435,8359.37615,1853.70274,3098.5731,3108.76821,3408.85423,3098.54668,3409.01642,125.138236,4251.61654,4252.41369
4993.4,7316.19,29679.8,22.758,1,2.058067716382688,23.91050034593358,0.0003289585151406431,0.0003291793148935342,3.0329031541311056e-07,3.055359060398726e-09,0.9997498860979718,5.521558199165227e-12,6805.9286,6803.29513,6806.72411,5657.31166,6804.09081,5650.94561,13403.134,12734.5742,13402.8832,12813.3635,13402.9722,12734.2927,13402.7214,12813.3018,5907.697,3046.15163,5908.89748,11470.5175,12198.3022,8997.77713,11471.5858,14183.7038,3371.48658,6089.12755,8989.20439,8990.27723,6089.29147,8990.57794,125.008552,9796.35459,9796.67809
4485.73,4929.25,-13359.7,14.3637,1,127.36454062028601,20.160819915435052,0.0003289516588884294,0.0003286016722948679,6.153646026397279e-07,3.0604943535498913e-09,0.999878703225638,6.030710354996408e-12,5476.24496,5475.76771,5477.1321,4832.26981,5476.65489,4831.17887,9750.76967,9329.95329,9750.43721,9377.60394,9750.68251,9329.83213,9750.35004,9377.54047,5324.65739,4480.29572,5326.12919,7939.20526,9094.4888,5343.90159,7946.99251,9913.68472,2273.6615,4151.12314,7814.30075,7815.09134,4151.28633,7815.4961,130.068026,9155.50889,9156.04394
4590.87,1419.03,7000.07,3.53381,1,163.2703947090563,18.67593643646086,0.0003288584391091408,0.00032992503685732796,1.982805164121974e-06,3.0594317608350695e-09,0.999980084960794,3.567463857035974e-12,4667.56292,4667.54937,4668.47431,4615.16416,4668.46076,4615.1367,5261.28937,5206.99038,5260.74792,5212.74118,5261.27507,5206.98772,5260.73362,5212.71487,4663.51451,4606.95757,4664.43335,4356.59687,5200.88021,3160.17596,4358.70923,3254.41912,622.95002,1176.73772,2765.6602,2768.88233,1176.89841,2768.79738,112.218419,5635.74996,5636.78988
5080.29,6241.36,8503.48,5.43575,1,165.40683583633339,20.119017237160193,0.0003289374440878406,0.0003294607523322748,3.65495075885692e-07,3.0594259208800413e-09,0.9999792700184958,1.6888929613024717e-12,6437.51447,6437.48658,6438.30459,5564.21137,6438.2767,5564.14645,11889.5407,11340.1603,11889.2792,11403.9028,11889.5256,11340.1547,11889.2641,11403.8765,6428.71483,5543.86322,6429.51729,10942.5978,11327.5495,9324.61299,10944.6435,12340.5558,2875.02094,5146.70929,5212.73237,5273.81555,5146.73681,5273.85172,122.545611,8404.80586,8405.32559
5042.94,2077.16,-733.263,6.04883,1,142.44297534607162,19.160539917232384,0.00032886204233771626,0.0003295415496211571,1.4471128778634594e-06,3.059105594864081e-09,0.9999430968766242,6.066745912123605e-12,5202.47436,5202.44893,5203.38353,5095.79544,5203.3581,5095.74335,6290.84225,6185.4114,6290.34344,6196.32621,6290.82744,6185.40482,6290.32863,6196.30254,5194.65636,5079.73173,5195.62127,5429.19997,6169.96209,4298.87486,5433.51752,4602.56569,930.345282,1736.12273,2194.06193,2203.22031,1736.27059,2203.0386,121.363274,5689.71635,5690.60204
282.092,3603.67,378.334,45.6458,1,0.08878958275239007,26.03625082772243,0.00032860652844268035,0.00032811291724612994,6.20042769876088e-07,3.290373620614033e-09,0.9878393774057002,8.13830797546161e-11,2343.88073,2343.61061,2345.5326,1362.60937,2345.26263,1361.65639,6484.83086,6132.40542,6484.31182,6171.64524,6484.71633,6132.17309,6484.19728,6171.63136,2233.99274,918.568841,2240.4763,5661.98581,5810.89948,5184.67787,5813.82551,7280.38015,1618.26901,2970.72862,3420.37551,3427.20995,2970.89162,3427.43412,124.582637,2886.37363,2887.55091
3059.05,3817.62,-9989.17,29.467,1,36.80254462737263,21.40995866279828,0.0003288741496921793,0.00032691001308645583,8.339986806504675e-07,3.100401152560784e-09,0.9987519655524799,2.3007069790318337e-11,3920.72526,3919.23534,3921.83441,3365.04138,3920.34478,3361.53567,7494.38012,7159.69335,7493.94169,7196.77933,7494.1812,7159.31876,7493.74276,7196.7315,3422.44584,2003.65239,3425.79522,5896.12746,6492.17712,4272.97308,5909.21455,7769.69293,1742.19447,3201.68507,5965.76104,5966.72192,3201.84846,5967.13522,129.326093,5808.855,5809.42645
6783.07,8026.36,25512.7,23.5169,1,254.9919893039517,19.930223248162168,0.0003289635188230682,0.00032917946685954606,2.420555079906769e-07,3.056278963266254e-09,0.9997477962708395,4.528150805321258e-12,8455.15102,8453.29074,8455.86095,7379.81738,8454.00075,7375.53626,15153.0798,14450.8809,15152.8591,14533.8342,15152.947,14450.6507,15152.7262,14533.7835,7838.9543,5867.39026,7839.90008,13387.9527,13979.662,11101.2624,13388.866,15585.9782,3728.6593,6711.18881,7943.49842,7946.11419,6711.35262,7946.37427,125.771423,10228.9597,10229.2755
5273.22,7829.1,19069.2,3.70991,1,193.53087229613828,20.18947782985708,0.00032897099174482015,0.00032930355592043715,2.7544212431099314e-07,3.0595955165741463e-09,0.9999943979116236,7.041299938824753e-13,7229.8127,7229.77996,7230.52147,5990.78857,7230.48873,5990.70919,14274.3731,13555.7055,14274.172,13640.6675,14274.353,13555.7014,14274.1519,13640.6292,7219.68525,5966.31658,7220.3969,13042.3233,13547.435,10900.548,13043.494,15187.9322,3628.52712,6527.18629,7757.21357,7761.11081,6527.34951,7761.16894,118.518338,11011.8665,11012.5062
