m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
1621.25,5426.79,-1900.14,14.3321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336.91,2586.51,35016.6,15.7509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289.04,3420.47,-2064.84,44.622,1,7.157068114532422,22.346387233820654,0.0003286606329451375,0.0003271552083974218,1.216891650994734e-05,3.289060554076866e-09,0.9904352684983169,5.589626648405318e-11,3177.91099,3177.09002,3179.21879,2612.16308,3178.39806,2610.1376,6586.09429,6277.41216,6585.58674,6311.76842,6585.93347,6277.08939,6585.4259,6311.74844,2884.81106,1804.38763,2889.42964,5640.2227,5693.99747,4972.7004,5681.29047,6994.48419,1546.47039,2844.56688,3602.29602,3606.22489,2844.73062,3606.53343,125.560598,3185.90637,3186.99021
4845.65,6359.78,-20184.9,10.1658,1,145.29150654666444,20.276615295408245,0.00032898379160612286,0.0003288045498306805,1.0841344374997177e-06,3.059799073597188e-09,0.9999670772738435,2.9794837429502764e-12,6312.81156,6312.40158,6313.61298,5369.59412,6313.20302,5368.62173,11999.1181,11429.4466,11998.8526,11494.9872,11999.0282,11429.3519,11998.7627,11494.8909,6184.27574,5061.86787,6185.43921,9445.63521,11249.0103,5233.24901,9452.62197,12538.7667,2959.96813,5366.86874,10979.6951,10980.3278,5367.03133,10980.6373,129.253319,12454.4313,12454.6743
4141.13,7680.84,-15136.0,45.7937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533.66,8578.79,-5006.45,44.5395,1,0.21667263439447418,25.5823211968107,0.00032890334904278493,0.0003287057831336641,1.7751378617618143e-07,3.1042177050128758e-09,0.9978918449383519,1.3403818965181203e-11,5646.88487,5645.56723,5647.76748,3501.01306,5646.44997,3496.69176,14549.1708,13688.3513,14548.9399,13787.782,14548.8449,13687.6879,14548.614,13787.7409,5189.53589,1533.04113,5192.42037,12440.3342,12747.5587,11161.8032,12749.1311,16434.8246,4001.26337,7185.91397,8287.14262,8289.91186,7186.07789,8290.2016,127.930075,6796.63642,6797.1023
7734.33,1129.08,38055.0,6.9403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354.8,3172.95,-7871.94,22.2029,1,0.1542354143053322,25.437711067837785,0.0003288329844945896,0.0003268793803554798,1.5666519128141014e-06,3.0816291941290095e-09,0.9990289357026598,3.986820378355718e-11,2462.23961,2461.46234,2463.7948,1793.35841,2463.01791,1791.21181,5927.97855,5628.80392,5927.42299,5661.49317,5927.87937,5628.62987,5927.32381,5661.45559,2204.82055,908.239943,2209.02354,4810.87625,5309.62649,3422.35251,4826.37322,6481.35145,1428.5754,2636.9441,4984.7237,4985.92963,2637.10775,4986.33478,128.619208,4971.41818,4972.26519
9083.41,4651.15,-16975.5,38.1123,1,432.4350868555224,18.867448839341478,0.0003289438320698614,0.0003276229737308042,3.6817295197662036e-07,3.097089696428779e-09,0.9989973448827948,8.52822444581347e-12,9534.01604,9530.2673,9534.68209,9234.16913,9530.93348,9226.39246,12145.0393,11863.897,12144.7698,11894.8869,12144.5195,11862.9068,12144.25,11894.8055,8320.67318,6480.09258,8322.1272,8833.45513,10069.3909,6440.80553,8840.98447,9653.24998,2173.29955,3985.4152,7959.22281,7959.74107,3985.57817,7960.23188,130.283819,8484.44314,8484.81293
2480.99,789.499,-5262.66,18.636,1,16.296961541584164,20.208219039044717,0.00032868699694362636,0.0003118970362752186,1.537994869209381e-05,3.1038571256635337e-09,0.9981309623144983,6.074275459477167e-11,2526.96077,2526.64505,2528.50365,2494.88173,2528.18808,2494.24015,2913.97219,2881.46442,2912.85465,2884.34223,2913.91757,2881.37939,2912.80001,2884.31611,2432.84855,2297.77929,2436.68083,2080.75407,2713.73596,924.438393,2103.41442,1898.28985,346.355738,665.877624,2262.60836,2264.24437,666.038512,2264.79668,125.3584,3089.50647,3089.96617
3250.4,9497.31,-4475.91,23.1369,1,5.379425750734859,23.371767020377984,0.0003289651261035882,0.00032901011756784264,1.5277252196920637e-06,3.0599792778483425e-09,0.9997548803710549,4.9155572990868655e-12,6823.04234,6822.60524,6823.83105,4759.02696,6823.39398,4757.76077,16232.71,15294.6705,16232.5043,15403.7139,16232.6001,15294.4776,16232.3943,15403.6699,6670.28752,4309.90989,6671.51396,14690.3848,14889.097,12446.12,14694.149,18131.64,4446.57663,7959.37274,8974.53247,8977.68522,7959.53662,8977.95621,128.924111,10333.9077,10334.2624
