m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
8649.86,7573.84,10675.6,35.2,1,28.792192850983938,23.295975846466536,0.0003289409231964635,0.00032910451662299583,4.7616561912412336e-07,3.054534760775402e-09,0.9991580310012266,8.084433118721349e-12,9863.21845,9861.14548,9863.94655,9070.97255,9861.87611,9066.46188,15385.1263,14772.6124,15384.9126,14841.8219,15384.9688,14772.3275,15384.7551,14841.7775,9275.45864,7733.01993,9277.30783,13679.7634,13996.944,11945.1049,13681.3398,14838.8809,3536.53575,4594.30043,4595.40271,6388.93655,4593.48874,6388.91682,125.758638,8548.62007,8548.82872
4303.24,7187.69,18378.9,42.2053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877.79,5805.48,-6070.35,2.93868,1,77.18313411350043,20.81345850432183,0.0003289520828345933,0.00032934140774759895,2.2759134398661325e-07,3.0596168332993256e-09,0.9999952191977205,1.5006018240632597e-12,4690.66212,4690.65042,4691.53863,3578.88578,4691.52709,3578.85563,10431.8711,9872.37537,10431.6247,9934.88883,10431.8464,9872.37255,10431.6004,9934.83975,4687.35121,3570.35113,4688.27481,9303.08099,9865.27425,7433.70969,9309.0445,11345.2106,2678.53869,4858.17007,7409.51541,7411.6587,4858.13985,7411.36452,116.430174,9339.37733,9339.17287
2467.71,8395.73,-6906.56,35.8784,1,1.1696872305097923,24.406016628291432,0.0003289348367355732,0.0003287498946967541,2.3217852719800248e-07,3.0738767742547623e-09,0.9990615608275671,1.046558823704015e-11,5863.38352,5861.93647,5863.73433,3944.79015,5862.28256,3940.53642,14331.0381,13486.8967,14330.8081,13581.8905,14330.8556,13486.5637,14330.6256,13581.8357,5481.373,2645.45148,5483.84135,12559.0091,12608.0822,10725.6774,12590.464,15975.9807,3922.05974,7049.77937,8464.22864,8466.35182,7049.7548,8466.17136,127.768932,8153.856,8154.09059
6605.03,7113.77,-23448.7,24.5671,1,201.05173602067458,20.068475920281482,0.0003289853360913972,0.00032832877518461357,1.2936688381533208e-06,3.06589456051213e-09,0.9998112922276836,4.731383522613987e-12,7989.70948,7986.84515,7990.51037,7091.80401,7987.6517,7085.33062,13773.3815,13157.6547,13773.1403,13228.1596,13773.1407,13157.2733,13772.8998,13228.0325,7187.28162,5096.58966,7189.33722,10285.4801,12043.6756,6022.15104,10292.0538,13859.286,3344.36542,6052.91807,12088.077,12088.562,6052.89926,12088.7877,128.699691,12493.7552,12494.0475
7134.88,7097.09,-20647.3,40.4028,1,1.312371402369443,24.404900596470224,0.00032895433664987064,0.0003279447693193515,1.959060011701131e-06,3.1092125440515563e-09,0.9990743853202001,7.659174345877977e-12,8424.55166,8418.53436,8425.34181,7588.21367,8419.33614,7574.81035,14006.4663,13406.0701,14006.2296,13472.9105,14006.0508,13405.3068,14005.8141,13472.7988,6863.43635,3169.19754,6868.28951,10290.5857,11201.6015,7470.66679,10299.0365,13862.009,3339.22067,6048.05745,10905.6791,10906.2304,6048.0383,10906.5047,129.602749,9221.49841,9222.00987
8973.23,167.662,8660.13,49.1185,1,2370.3328059703094,13.453416672741234,0.0003286637766452326,0.0003330201065637487,6.55037427785822e-07,2.8441755737980766e-09,0.9887436709634293,1.1593454173608138e-11,8949.26675,8945.04523,8950.07524,8965.7535,8945.83547,8957.32519,8904.82728,8919.89248,8904.41651,8916.34054,8904.426,8919.15064,8904.01466,8916.28866,7741.08537,6317.98048,7741.02865,6172.00278,6984.92362,5273.01946,6174.76431,450.915315,62.8044227,124.019543,1734.7422,1735.26803,124.207111,1736.40056,124.317654,3313.37206,3314.40848
3651.97,8388.3,-4763.83,41.2504,1,1.962234076835823,24.229520710187003,0.00032892082806318005,0.00032874555128143155,1.2399296675881942e-07,3.083083722935717e-09,0.9985136798345955,1.0917256582981857e-11,6446.78539,6445.20278,6447.30107,4769.07149,6445.72598,4764.83614,14568.1094,13741.788,14567.8832,13835.3843,14567.9016,13741.3972,14567.6753,13835.3338,6024.31155,3507.72021,6026.43776,12669.5341,12807.4249,11113.3175,12806.3904,16005.2208,3925.0818,7049.00114,7866.25245,7869.94508,7048.97691,7869.74528,127.435403,7479.57844,7479.86959
984.116,8594.83,5008.43,13.2888,1,3.196215414584117,24.114821068658763,0.0003289395418317052,0.0003293428689770657,6.43132920442525e-08,3.058699684157539e-09,0.9998818256055954,4.0809166354621566e-12,5525.35522,5525.26963,5525.74332,3297.28951,5525.65814,3297.00711,14445.6957,13568.0264,14445.4706,13667.3878,14445.6662,13567.9957,14445.4412,13667.356,5501.16579,3216.6211,5501.66897,13484.7627,13526.4398,11740.5231,13527.084,16310.5415,3993.9114,6695.44173,6702.34502,7172.39243,6695.10349,7172.36014,125.825007,8506.11647,8506.32525
340.719,3176.07,963.281,40.7774,1,0.15597037441007916,25.508883044578052,0.0003285912633572715,0.0003282722714375978,8.782158320068356e-07,3.192421373153915e-09,0.9898504593052156,9.455330253153448e-11,2083.23318,2082.99799,2085.15211,1223.37007,2084.93036,1222.56907,5749.86962,5435.74667,5749.30303,5469.59976,5749.81185,5435.63764,5749.24504,5469.58484,2017.52965,977.400009,2022.95589,5124.18812,5219.04233,4624.32257,5220.44927,6408.88395,1418.8836,2610.74448,2940.54715,2950.51822,2610.66156,2950.55919,123.408614,2809.89864,2811.45302
4877.67,2104.31,19190.1,22.1948,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524.09,1695.89,-1254.22,36.2779,1,52.093026689328376,19.78734742828072,0.00032871949740885694,0.00032529023957138183,1.828254476489636e-06,3.0672991522606967e-09,0.9947402788331434,6.05679580949001e-11,4641.79241,4640.81747,4642.88777,4563.15735,4641.91686,4561.16327,5473.61376,5387.97404,5473.00071,5396.01091,5473.51143,5387.79019,5472.89867,5395.98419,4359.73233,3965.48356,4361.07911,4443.24412,4880.5061,3732.53139,4449.98165,3805.33057,756.781177,1302.52014,1327.00572,1458.13352,1301.70473,1457.14986,122.5906,3572.20624,3573.55131
6674.23,105.143,33502.7,20.7783,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041.25,3140.91,-20827.2,10.3984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9105.48,8499.01,28827.3,16.996,1,470.9881101954674,19.36761170054008,0.0003289841610744476,0.00032916167150953815,1.9068441189289824e-07,3.0583805967963805e-09,0.9999141634743479,2.5073953820614658e-12,10537.5668,10536.2591,10538.2526,9605.96496,10536.9457,9603.09736,16827.4244,16126.5914,16827.2288,16207.2857,16827.3298,16126.4661,16827.1342,16207.2133,10168.0576,8775.03347,10169.0206,14814.253,15816.3603,11999.8448,14814.7545,16443.9579,3982.04655,7157.3923,8414.5074,8417.12225,7157.37495,8416.91581,125.03361,12653.2046,12653.2461
1429.14,2280.3,-5870.91,29.0264,1,0.0974603337190893,25.829024766726455,0.00032871097850269956,0.0003232253854936297,2.8393054880218273e-06,3.1785758068959755e-09,0.9966640294306627,7.721943407934887e-11,2060.0008,2058.99923,2061.89247,1660.29232,2060.91424,1657.7826,4469.46974,4260.49631,4468.74693,4282.27085,4469.38995,4260.35965,4468.66789,4282.23473,1791.81565,830.450053,1798.37799,3535.62912,3876.45054,2576.0537,3558.53225,4731.55221,1017.25153,1896.52978,3660.51823,3662.02738,1896.42875,3662.47215,126.288099,3465.94047,3467.358
3097.62,6932.95,-11757.6,39.4814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
