m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
6656.3,1546.66,15627.3,44.3948,1,254.3528248374204,18.303546368368387,0.000328810546170403,0.0003296366634906545,1.379292735171488e-06,2.9111316562039367e-09,0.9964120539720361,2.5344814166637535e-11,6713.14233,6708.1177,6714.04015,6674.57896,6709.06091,6664.40546,7169.9934,7121.93838,7169.5641,7126.63447,7169.65136,7121.30016,7169.21946,7126.56581,5323.13723,3350.77187,5323.92463,4753.92359,5877.31317,3071.21183,4757.94174,3498.48522,679.48683,1290.07463,4270.42974,4271.19079,1289.32933,4271.77974,122.517904,4729.60435,4730.6686
3445.79,2092.0,5015.86,8.57429,1,75.25803807044014,19.82121149330838,0.0003287601148935564,0.0003304024779343638,1.330851064320724e-06,3.05760803929555e-09,0.9997831999808543,1.4932182020902544e-11,3690.79321,3690.73478,3692.03746,3527.33302,3691.97923,3527.21042,5152.19639,5008.69998,5151.57954,5023.62703,5152.18299,5008.69166,5151.56617,5023.60773,3674.26761,3492.5688,3675.56345,4583.47772,4986.91201,3786.72506,4586.04262,4507.97328,928.596822,1713.15619,1851.60428,1879.21147,1711.77524,1878.51657,119.509537,4100.22364,4101.29012
8498.47,5.54405,23828.7,28.2828,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9738.52,4863.01,-2729.68,22.5895,1,337.3553894095859,19.18223824758749,0.0003289582425402757,0.00032884641621254635,1.59971043531335e-07,3.0578488456185304e-09,0.9997299649606033,6.668801573969477e-12,10189.8941,10189.0922,10190.6485,9891.4339,10189.8471,9889.7761,12786.7251,12488.6726,12786.4615,12519.9363,12786.623,12488.517,12786.3595,12519.882,9961.38494,9412.82212,9962.23721,11011.5352,12073.6154,9090.15055,11013.7419,10052.2583,2256.84718,3213.4191,3216.3329,4142.25647,3212.59226,4142.2329,125.915741,9693.87447,9694.02832
9871.46,5143.39,-16462.3,16.4252,1,656.4126861719622,18.522711405195608,0.0003289837186184551,0.00032870100769280097,1.9286736547771534e-07,3.059919513216507e-09,0.9999138709376881,3.1244759966461455e-12,10372.4315,10371.6206,10373.173,10040.0416,10372.3641,10038.3598,13198.9286,12875.1966,13198.674,12910.5267,13198.8113,12875.0501,13198.5573,12910.4319,10143.4334,9559.53481,10144.4768,10630.6658,12479.7839,7437.15147,10634.7256,10561.4639,2409.98816,4411.68833,8103.45569,8104.18107,4411.66859,8104.55699,128.366242,12398.4701,12399.0709
3546.1,7327.78,5152.2,38.3292,1,31.079025222700967,21.979753252777957,0.0003288893227552212,0.00032908151215800503,1.8013048914159245e-07,3.06387433313852e-09,0.9982286726968946,1.382874617182708e-11,5847.38096,5846.41478,5848.1984,4442.68818,5847.2355,4440.18351,12923.9155,12211.2537,12923.6615,12292.056,12923.8016,12211.042,12923.5475,12292.0257,5576.38539,3690.8556,5578.06698,11618.46,11778.675,10416.7542,11778.8906,14107.239,3399.88707,5545.8582,5550.99244,6128.59202,5545.51514,6128.56265,125.825906,6375.37562,6375.73684
7667.31,8967.07,-10637.6,34.6884,1,320.2390153530305,19.817631595606915,0.0003289669118893249,0.0003287577675600739,7.052503313490516e-07,3.0669938828751982e-09,0.9994589610210042,5.4986806179725454e-12,9515.16237,9512.76699,9515.81458,8329.96534,9513.42546,8324.49434,16819.2784,16021.3142,16819.0831,16111.7065,16819.0339,16020.8723,16818.8387,16111.631,8854.83739,6721.78344,8857.71728,14346.5196,14811.0484,11978.3029,14350.9603,17232.6828,4236.27018,7607.38564,9300.35173,9302.12081,7607.36806,9301.96186,128.318198,10438.4323,10438.6009
7574.47,6577.65,-4763.91,2.7859,1,333.6350667574951,19.46297956909667,0.0003289846927339426,0.00032919421039897205,1.199775220530036e-07,3.059641914490152e-09,0.9999977043234102,5.57075575363667e-13,8627.26195,8627.24942,8627.95796,7937.98075,8627.9455,7937.95355,13499.9457,12970.5889,13499.759,13030.4197,13499.9157,12970.586,13499.7293,13030.3604,8623.71763,7930.28703,8624.43247,11940.8726,12963.1847,9546.26848,11944.2799,13021.3084,3071.34029,5560.86301,8232.04355,8234.05511,5560.84107,8233.69975,115.091457,12760.8576,12760.4769
1738.48,8417.28,-5211.1,15.4609,1,2.767644278810592,23.827355117644203,0.00032895635492186386,0.0003291248295200349,1.6215474629771455e-07,3.0592799466927344e-09,0.9998749532239616,4.7849935524349425e-12,5605.35726,5605.11445,5605.73012,3542.58862,5605.48998,3541.83507,14251.8013,13398.3954,14251.5725,13494.1808,14251.7458,13398.3276,14251.5171,13494.131,5537.00785,3325.74361,5538.31401,12956.2608,13220.2547,10836.4375,12960.2038,16004.6565,3923.61101,7050.30853,8246.54355,8249.29792,7050.2831,8249.0859,127.278669,9608.56982,9608.76157
8244.5,4461.69,-5548.4,34.9407,1,390.6381599899569,18.881354774934923,0.00032891987495447974,0.00032829639428071013,2.1187127652072134e-07,3.066163442255165e-09,0.9988754582684352,1.2204312023368513e-11,8698.81674,8696.96121,8699.62086,8397.86965,8697.76835,8394.00994,11275.2578,10986.9888,11274.9611,11017.5618,11275.0684,10986.6519,11274.7718,11017.5081,8169.97971,7255.3095,8171.21497,9334.71442,10064.6998,7799.33778,9338.80788,9231.3771,2068.49654,3790.65311,4193.77264,4201.49582,3790.62327,4201.25417,126.160578,7381.68626,7382.51411
329.469,499.501,823.998,34.1919,1,0.6382844940616403,23.09056427266198,0.00032697180250566225,0.0002943832864601279,3.6815175188693216e-05,5.100695241747184e-09,0.8520580704480455,2.0867810173307284e-09,463.989904,463.874014,471.124335,380.819349,471.06152,380.474907,1098.6526,1055.85662,1095.861,1059.16605,1098.64725,1055.83842,1095.85374,1059.16232,432.200201,281.931051,450.156159,980.627108,1026.31101,872.933941,1022.6667,1157.59697,204.905114,382.951878,555.089239,572.568437,383.01168,573.244873,113.40798,598.025095,603.889963
3830.41,452.032,-8702.08,5.30469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534.06,1987.75,5107.21,2.38121,1,208.66841283823328,18.752679225150057,0.0003289197225671168,0.0003294979865950808,6.574210245867884e-07,3.059610900579558e-09,0.9999951015707184,1.369862313816799e-12,5664.00668,5663.99998,5664.80572,5575.52346,5664.79905,5575.50981,6567.13141,6471.51971,6566.76864,6482.15122,6567.11422,6471.51857,6566.75159,6482.11736,5662.11282,5571.66151,5662.91937,5550.76621,6468.53948,4206.11809,5553.40712,4401.87608,889.424281,1668.91684,3931.65889,3934.29561,1667.93732,3933.68274,104.819354,7533.58627,7533.96588
4355.87,6205.27,-4365.68,32.6223,1,122.60656317450808,20.390672501975473,0.0003289087769975982,0.00032867883504162087,5.706851411937477e-07,3.070112081279974e-09,0.9989369601882846,1.2440880960000456e-11,5874.60915,5873.56537,5875.52916,4910.16921,5874.49196,4907.67615,11508.6821,10935.7903,11508.398,10999.624,11508.5533,10935.5615,11508.2693,10999.5801,5584.27856,4181.14653,5587.19606,10101.7471,10312.4232,8591.79641,10108.1469,12134.3964,2878.59728,5217.22269,6120.48768,6123.8667,5217.19657,6123.66079,126.760721,6987.46579,6987.77196
2330.1,3010.75,4362.22,21.7386,1,38.08265618728233,20.842673452515083,0.0003287157386995775,0.00032990525953378343,9.321803711591347e-07,3.052646728354065e-09,0.9982711786931451,3.5688517399847526e-11,3029.62021,3029.35524,3031.08097,2578.14424,3030.81858,2577.52265,5923.74712,5655.5695,5923.20251,5684.63527,5923.72208,5655.53168,5923.17745,5684.61985,2955.0102,2399.39344,2957.174,5428.40993,5553.76465,4712.13589,5433.00882,6167.51481,1348.31596,2442.56737,2507.20538,2557.59153,2442.34585,2557.28296,122.279879,3651.95503,3653.08346
7862.38,4831.98,-24895.9,28.7065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404.41,8268.53,-26837.1,13.2219,1,229.88491751557137,20.085541785996504,0.00032900064304831964,0.0003287864319000973,9.972857923683453e-07,3.0600409248481085e-09,0.9999655350139921,2.2364979221849412e-12,8263.1319,8262.09491,8263.87549,7071.03717,8262.84042,7068.61036,15311.9329,14561.2195,15311.7154,14649.0815,15311.7937,14561.0725,15311.5767,14648.9361,7969.18309,6360.99324,7970.41136,11822.7818,14155.1019,6242.33009,11828.5586,15894.46,3900.99094,7026.88877,14100.3928,14100.8635,7026.8716,14101.0649,127.391989,15727.3969,15727.3217
7630.6,4031.34,39732.0,15.387,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405.12,98.4677,6786.74,7.62047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482.0,8494.88,-24150.5,47.2647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613.84,9794.41,-1885.77,41.97,1,84.50643163606865,20.893774103999366,0.0003289441378587717,0.0003288982026234564,1.1014973302774331e-07,3.069997707359655e-09,0.9988501965631224,7.25402860497953e-12,9040.22173,9038.2552,9040.59824,7510.31242,9038.63724,7505.59912,17556.2029,16637.0447,17556.015,16742.475,17555.9653,16636.5954,17555.7774,16742.4206,8485.62647,6087.33545,8487.04849,15395.413,15513.0489,13590.044,15511.4445,18630.2828,4621.84289,7971.03038,7981.23549,8273.2933,7970.80392,8273.26729,127.450898,8711.70885,8711.94405
4300.06,6480.5,22651.9,23.6825,1,21.975564642155437,22.660082675175875,0.00032893030963826274,0.0003292691562881714,6.960683207762447e-07,3.0541606999726157e-09,0.9995917339496059,7.909606918177986e-12,5943.83182,5941.54412,5944.74048,4904.64505,5942.45626,4899.10932,11863.2395,11261.104,11862.9616,11329.5653,11863.1381,11260.9412,11862.8602,11329.5138,5297.13604,3100.17426,5299.48591,10439.3501,10866.1574,8569.09323,10440.4548,12558.184,2985.15245,5403.19942,6973.83767,6975.82178,5403.1747,6975.60341,123.940782,7992.27266,7992.45008
5393.26,4121.6,-22981.1,40.1105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7042.2,396.602,7363.62,14.6213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527.04,7493.32,-15089.4,3.11438,1,156.29912735883107,20.338549262517,0.00032899044915177044,0.0003291357423018492,3.596552951083142e-07,3.059643078383615e-09,0.9999975164522136,8.691617043095128e-13,6562.65687,6562.62378,6563.35214,5287.79841,6563.31927,5287.71715,13485.7733,12775.4436,13485.576,12856.5746,13485.7269,12775.4375,13485.53,12856.4836,6553.29671,5264.78372,6554.05225,11498.1231,12760.2167,8261.70247,11503.4962,14448.1224,3505.17822,6318.1123,11147.898,11148.9693,6318.08977,11149.3228,119.607051,13708.0276,13707.9387
