m0,m12,a0,tanb,sgnmu,omega,xf,bsgsm,bsgnlo,deltarho,bsmumu,btaunu,gmuon,msne,msnm,msel,mser,msml,msmr,msdl,msdr,msul,msur,mssl,mssr,mscl,mscr,msnl,msl1,msl2,msb1,msb2,mst1,mst2,mg,mneut1,mneut2,mneut3,mneut4,mchg1,mchg2,mhsm,mh,mhc
3659.89,6672.0,-5990.37,46.6422,1,0.6658729437453065,25.193407241572956,0.0003288671628445059,0.0003283555705319329,1.9099589985655384e-07,3.1437368360986623e-09,0.9967790229334398,1.756624679346852e-11,5605.55782,5603.36923,5606.45299,4399.75396,5604.27439,4394.1937,11981.1881,11341.1864,11980.9135,11412.935,11980.954,11340.7388,11980.6794,11412.8865,5045.24421,2731.45777,5048.21325,10112.0544,10233.5437,8878.82259,10230.8477,12933.7311,3101.21079,5610.92753,6837.5974,6839.99729,5610.90123,6839.80423,127.142022,5735.0236,5735.93566
2117.56,8144.46,3074.62,4.85623,1,5.265294069208423,24.262732772783682,0.0003289488038424736,0.0003294049891538863,5.7281458448575046e-08,3.0595123548298094e-09,0.9999862297640292,1.451801742138398e-12,5576.33099,5576.31853,5576.66569,3657.5241,5576.65348,3657.48724,13875.0169,13054.2057,13874.7998,13147.0383,13874.9984,13054.2009,13874.7814,13147.004,5572.80707,3647.0841,5573.20917,12935.2046,13041.9727,11103.4358,12937.9935,15529.3946,3784.10861,6769.85877,6960.41011,6981.7835,6769.78199,6981.38878,122.037432,9111.07707,9111.01777
2308.0,9046.81,10785.0,42.0933,1,1.2642027548490131,24.249419661457257,0.0003289009706106304,0.0003291590916737701,9.710689342501542e-08,3.0610140048581918e-09,0.9981068791444535,1.1570566181246073e-11,6163.40594,6161.70479,6163.74629,4031.43266,6162.04827,4026.30796,15281.5465,14366.3361,15281.3307,14471.0673,15281.4097,14366.0762,15281.1938,14471.0357,5722.1848,2422.01776,5723.50743,13640.8628,14024.2039,12489.8165,14024.7248,17120.6401,4213.26446,6602.8757,6605.92241,7551.76915,6602.54507,7551.74179,125.994785,6756.40236,6756.74117
749.16,8989.53,789.867,7.50984,1,4.022969918009152,24.29292444032204,0.00032895580423965347,0.00032932329836142434,5.834357246482953e-08,3.0593708793695363e-09,0.9999704299630503,2.0955108241197703e-12,5730.14706,5730.11794,5730.50295,3376.34344,5730.47449,3376.24793,15047.13,14126.8625,15046.9192,14230.8862,15047.1054,14126.8496,15046.8948,14230.8472,5721.91166,3349.23994,5722.45377,14005.2438,14093.6105,11986.2282,14008.2138,17014.4319,4188.42815,7487.45394,7677.11533,7696.41437,7487.39256,7696.10467,125.17357,9608.55073,9608.63784
2705.42,8096.04,13597.1,35.3049,1,1.2480936415288253,24.209847864283184,0.00032890180976325313,0.00032924727579294096,1.8324739849403897e-07,3.0545958029491918e-09,0.9986981653413054,1.1338411247510421e-11,5794.80576,5792.9398,5795.28372,4009.49821,5793.42354,4004.18913,13887.4125,13079.2822,13887.1754,13171.2764,13887.3102,13079.0953,13887.073,13171.2456,5300.69787,2290.33506,5302.18962,12573.4937,12774.2892,11267.4275,12774.0673,15429.0334,3753.3146,6125.22483,6130.01776,6747.3914,6124.89923,6747.36181,125.372745,6793.50121,6793.81945
2360.88,5238.0,-10932.2,27.1928,1,0.4595217930260299,24.88616621591887,0.00032891416422563193,0.00032806491405686127,9.849887565607741e-07,3.0760207450230715e-09,0.9993021110091772,1.7096685593648084e-11,4101.10592,4099.52966,4102.25196,3048.50308,4100.68581,3044.28882,9424.84589,8917.37553,9424.49827,8972.86712,9424.70999,8917.14936,9424.36267,8972.80482,3676.40772,1659.26007,3680.42711,7752.17225,8287.5215,5882.02264,7761.46694,10268.5051,2411.0555,4395.41085,7287.91364,7288.78213,4395.38071,7289.3413,128.252688,7129.81827,7130.58341
377.811,6814.86,255.308,30.0955,1,1.1103439027519526,24.27215735193197,0.00032889140804184255,0.00032904510207833263,1.840397356508851e-07,3.0638638794611445e-09,0.9989393611868647,1.5169943529404572e-11,4352.61542,4352.30124,4353.46768,2531.18122,4353.15736,2530.11788,11633.9623,10941.4057,11633.6807,11018.7669,11633.8828,10941.2676,11633.6013,11018.736,4264.25512,2216.59075,4266.25131,10561.2598,10654.2367,9273.70145,10654.3521,13109.2362,3141.89727,5669.55315,5936.14606,5947.73884,5669.51071,5947.47891,126.16946,6435.59393,6435.95231
5761.28,7656.65,-1189.59,3.72568,1,215.64465320518835,20.06301084806255,0.0003289711991292668,0.0003292715134499536,1.0527588412408567e-07,3.059603360626135e-09,0.9999944782435356,8.690449417033233e-13,7519.56308,7519.54818,7520.25584,6398.72617,7520.24104,6398.69141,14154.0001,13454.4484,14153.8002,13533.6797,14153.9755,13454.4444,14153.7758,13533.6323,7515.34885,6388.89005,7516.06958,12886.1741,13444.127,10744.3351,12889.125,14816.8044,3575.9498,6435.83878,7487.4038,7491.84355,6435.81462,7491.44879,119.655137,11025.764,11025.5196
4341.34,1481.03,6417.94,28.2599,1,105.61216538104892,19.06026347279808,0.0003287470183063419,0.00032912025999824165,2.2028076069324695e-06,3.0346680242500198e-09,0.9974555569524948,4.869134235592633e-11,4432.16246,4431.3184,4433.288,4371.39715,4432.44739,4369.67921,5104.0992,5035.66182,5103.47664,5042.08296,5104.02632,5035.54001,5103.40349,5042.05572,4193.68775,3871.43586,4195.02049,4162.63017,4724.21767,3325.55641,4164.91544,3346.51605,652.353076,1227.86537,1560.43056,1570.04885,1227.65462,1569.74793,120.409981,3922.57563,3923.82091
4762.16,9783.29,-20941.1,40.0155,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
